Unnamed: 0	Mô tả hàng hóa	Mã HS
	Tấm nhựa xốp từ polyetylen tự dính , một mặt có hoa văn lồi lõm giả đá ốp màu vàng và một mặt phủ keo tự dính , dạng hình chữ nhật kích thước ( 760 x 700 x 3,8 ) mm , thường dùng để dán tường	39199092
	Tấm nhựa cứng đi từ poly ( metyl metacrylat ) và bột Alumina Trihydrate , không xốp , đã được đánh bóng một mặt , chưa được gia cố , chưa gắn lớp mặt , chưa được bổ trợ hoặc chưa được kết hợp tương tự với các vật liệu khác . Kích thước theo khai báo là : 3658x762x12mm	39205111
	Hỗn hợp đồng phân rượu propanol ( gồm isopropyl alcohol 85%, 1- propanol  15%.	29051900
	TRIETHANOLAMINE	29221500
	Tấm nhựa từ Polypropylene, hình chữ nhật ( 1200mm x 1000mm), đã được cắt tròn 4 góc, không in hình, in chữ. Công dụng là tấm lót giữa các lớp vỏ lon trong quá trình đóng gói, vận chuyển bia, chưa có đặc tính của vật chứa dùng trong đóng gói và vận chuyển hàng hóa.	39269099
	Telu (TELLURIUM)	28045000
	Tấm nhựa đi từ Polypropylene, hình chữ nhật có kích thước 1200mm x 1000mm x 0.64mm  đã được cắt tròn 4 góc, không in hình. Công dụng là tấm lót giữa các lớp vỏ lon trong quá trình đóng gói, vận chuyển bia, chưa có đặc tính của vật chứa dùng trong đóng gói và vận chuyển hàng hóa.	39269099
	 Dung dịch uống bổ sung Canxi và Vitamin D nhằm điều trị bệnh thiếu Canxi , dùng cho gia súc , gia cầm : INTRA CALFEROL ( 750 Can 5 Lít = 3.750 Lít ) , Giấy CNLH : 940 / QLT - NK - 17 ( mục 3 PLTK )	30045099
	là sản phẩm ONCOVIX, đóng gói 50ml/lọ/hộp; thành phần có chứa Glycerin, Hydrogenated castor oil, Syricalm™, Biolin P, sodium hyaluronate, omega plus complex,Arginine và một số thành phần phụ khác như nước, Hydroxy acetophenone, 1,2-hexanediol, Tocopheryl acetate, Sodium benzoate. Công dụng: làm mềm, giữ ẩm, giảm cảm giác khô và rát da; tạo thành lớp bảo vệ chống phồng rộp, loet da; tạo môi trường thích hợp hỗ trợ quá trình tái tạo tự nhiên của de. Chỉ định: Bảo vệ làn da khỏi tổn thương sau xạ trị.	33049990
	Nhựa ure melamin formaldehyde (trong đó hàm lượng comonome ure trội hơn) trong dung môi hữu cơ, trọng lượng dung môi nhỏ hơn 50% tính theo trọng lượng dung dịch, nguyên liệu dùng trong sản xuất sơn.	39091090
	Màng polyethylene không xốp và chưa gia cố, chưa gắn lớp mặt, chưa được bổ trợ hoặc chưa được kết hợp tương tự với vật liệu khác, không tự dính, một mặt đã được in hình, in chữ tiếng Anh, chiều dày 0,046 mm.	39201090
	Hỗn hợp phân đoạn stearin cọ và Stearin cọ đã hydro hóa , có chỉ số một không quá 48 , dã tinh chế , tây và khử mùi , dang rän	15162062
	Thép không hợp kim, hàm lượng carbon dưới 0.6% tính theo trọng lượng, cán phẳng, cán nóng, dạng đai và dải, chiều rộng theo khai báo không quá 500mm, chiều dày ≈5.1mm, chưa qua sơn, phủ mạ hoặc tráng	72111413
	Sợi đơn từ multifilament polypropylen, chưa tạo dún, xoắn 55 vòng/mét, độ mảnh 670 decitex, dạng cuộn, chưa đóng gói để bán lẻ.	54025300
	Dây xe từ 72 sợi đơn, độ mảnh 6852 Tex, thành phần tính theo khối lượng: 50,7% xơ bông và 49,3% staple polyeste.	56079090
	Chế phẩm hóa học dùng để halogen hóa đế giày cao su , thành phần chính gồm bis ( 2 - ethylhexyl ) terephthalat , hợp chất clo hữu cơ và etyl acetat , dạng lỏng 	38249999
	Thép không hợp kim, hàm lượng carbon dưới 0.6% tính theo trọng lượng, cán phẳng, cán nóng, dạng đai và dải, chưa qua sơn, phủ mạ hoặc tráng. Kích cỡ chiều dày ≈5.2mm, chiều rộng theo khai báo: 100-470mm	72111413
	làm dịu , dưỡng ẩm và cân bằng môi trường âm đạo . Có thể được sử dụng để điều trị cảm giác nóng rát , ngửa và khô âm đạo do khả năng tái tạo và làm lành niêm mạc cũng như phục hồi môi trường duy trì độ ẩm cho âm đạo . Đóng gói 5 viên nhão / vi : 2 vi / hộp 	33049990
	chế phẩm hoạt động bề mặt nonionic, chưa đóng gói bán lẻ, dạng nhão	34029990
	Chế phẩm hóa chất có thành phần chính gồm bột sắt và oxit sắt đỏ ( Fe2O3 ) , dùng để kiểm tra khuyết tật trên bề mặt sản phẩm , dạng bột .	38249999
	Chế phẩm hóa chất có thành phần chính gồm oxit sắt từ , silica , polyme và phụ gia , dùng để kiểm tra khuyết tật trên bề mặt sản phẩm , dạng bột .	38249999
	Canxi dihydrogen phosphate Ca(H2PO4)2.H2O, có hàm lượng P2O5 lớn hơn 35% tính theo trọng lượng, dạng hạt, đóng gói 50kg/bao.	31031190
	Dây thép không gỉ, có mặt cắt ngang hình tròn đường kính 1mm	72230090
	Dây thép không gỉ, có mặt cắt ngang hình tròn đường kính 3.2mm	72230090
	Dây thép không gỉ, có mặt cắt ngang hình tròn đường kính 9.8mm	72230090
	Dây thép không gỉ, có mặt cắt ngang hình tròn đường kính 7.02mm	72230090
	Dây thép không gỉ, có mặt cắt ngang hình tròn đường kính 4.65mm	72230090
	Dây thép không gỉ, có mặt cắt ngang hình tròn đường kính 4.05mm	72230090
	Dung dịch dihydroxylpropyl arginine hydrochloride trong nước	29252900
	Avobenzone	29145000
	neopentyl glycol dicaprate	29159040
	Dầu hạt cọ đã hydro hóa, dạng rắn	15162047
	Dây thép không hợp kim, có hàm lượng C ≈ 0.62% tính theo trọng lượng, đường kính 1.75mm, phủ đồng thau, dùng trong sản xuất lốp cao su loại bơm hơi	72173033
	Chế phẩm hoạt động bề mặt không ion, dạng rắn. Thành phần gồm glyceryl stearat, chất hữu cơ hoạt động bề mặt không ion	34029099
	Dây thép không hợp kim, có hàm lượng C ≈ 0.71% (tính theo trọng lượng), đường kính 1.45mm, phủ đồng thau, dùng trong sản xuất lốp cao su loại bơm hơi	72173033
	Hỗn hợp các ester của acid béo thành phần chính là: Hexanoic acid, 2-ethyl-, hexadecyl ester và hexanoic acid, 2-ethyl, octadecyl ester	38249999
	Dây thép không hợp kim, có hàm lượng C ≈ 0.74% tính theo trọng lượng, đường kính 1.85mm, phủ đồng thau, dùng trong sản xuất lốp cao su loại bơm hơi	72173033
	Dây thép không gỉ, đường kính 0,7mm	72230090
	Thép không hợp kim cán phẳng có hàm lượng carbon dưới 0.6% tính theo trọng lượng, rộng 24mm, dày 4mm, mạ kẽm bằng phương pháp nhúng nóng	72123019
	Dicanxi phosphat, có hàm lượng asen ≈ 21,3 ppm, chì ≈ 1,2 ppm, không phát hiện nguyên tố flo, loại dùng làm thức ăn chăn nuôi.	28352510
	Chế phẩm hóa học có thành phần chính là hỗn hợp muối magiê và kẽm của etylen diamin tetraaxetat (muối EDTA magiê và kẽm), dạng bột	38249999
	Đồng dinatri etylen diamin tetraaxetat (CuNa2-EDTA	29224900
	Hỗn hợp các dẫn xuất amin đơn chức mạch hở và s - triazine , dạng lỏng	38249999
	Dung dịch natri phthalat trong nước	29173990
	Zinc Dibuty phosphorodithioate	29201900
	Dicanxi phosphat có hàm lượng chì hoặc asen không vượt quá 30 ppm, hàm lượng flo =0.165%, dùng làm chất bổ sung trong thức ăn chăn nuôi	28352510
	Chế phẩm làm sạch, tẩy nhờn có chứa chất hoạt động bề mặt nonionic, dạng bình xịt bằng thép không gỉ ở thể lỏng, đã đóng gói bán lẻ, trọng lượng 311g	34022015
	Dung dịch thiếc methanesulfonate trong nước	29041000
	Sản phẩm không dệt được tạo thành từ bốn lớp: một lớp ngoài là lớp vải dệt thoi từ sợi monofilament polyamit (chiếm ≈18% trọng lượng), 02 lớp vải không dệt từ sợi filament polyamit (chiếm ≈13% trọng lượng) và một lớp vải không dệt từ xơ staple polyamit (chiếm ≈69% trọng lượng), định lượng 300g/m2, dạng hình chữ nhật có lỗ tròn đường kính 12mm ở giữa, kích thước (161x85)mm	56039400
	Chế phẩm hóa chất có thành phần gồm hỗn hợp muối amoni, sulphat và phụ gia, dạng lỏng	38249999
	Chế phẩm hóa học chứa muối Kali và Natri của dẫn xuất sulfonat hữu cơ	38249999
	Chế phẩm hóa chất có thành phần gồm hỗn hợp Natri hypophosphit và phụ gia, dạng lỏng.	38249999
	Chloroparaffin, dạng lỏng	38249999
	Chế phẩm hóa chất có thành phần gồm hỗn hợp muối clorua và phụ gia, dạng rắn.	38249999
	Chế phẩm hóa chất có thành phần gồm (Ethylenedinitrilo)tetra-2-propanol, đồng sulphat và phụ gia, dạng lỏng.	38249999
	Chế phẩm hóa chất chứa Nickel sulphat và phụ gia, dạng lỏng.	38249999
	Chế phẩm dùng trong thực phẩm, thành phần chính chứa muối natri nitrit và dạng bột	38249970
	Chế phẩm bôi da, có chứa C12-15 Alkyl Benzoate, dẫn xuất cyclopentasiloxan, chất hoạt động bề mặt, phụ gia..., dùng hỗ trợ trong điều trị viêm da dị ứng, được đóng gói bán lẻ dạng hộp/tuýp 40ml	33049930
	Kali  LOSARTAN dạng bột	29332900
	Kojic Dipalmitate	29329990
	Polyme propylen, nguyên sinh dạng hạt	39021040
	Lõi sắt hợp kim vô định hình, dùng cho máy biến áp có công suất dưới 10.000kVA	85049039
	Dây thép không hợp kim (hàm lượng C ≈ 0,378% tính theo trọng lượng), không phải dây thép dễ cắt gọt, mặt cắt ngang hình tròn, đường kính 11,82mm, đã được phốt phát hóa bề mặt. - Theo khai báo: Mẫu được dùng cho sản xuất linh kiện máy	72171029
	chế phẩm có thành phần chính là canxi cacbonat ( trên 70% tính theo trọng lượng ) phân tán trong nhựa, dạng hạt	3824999990
	Giấy kraft từ bột giấy kraft tẩy trắng và xơ bông (19,8% tính theo tổng khối lượng bột giấy), nhuộm màu vàng toàn bộ, chưa thấm tẩm hay tráng phủ, một mặt có các đường kẻ song song, đã gia công tạo sóng, định lượng 157 g/m2, dạng cuộn khổ 430 mm, thường dùng làm giấy lọc dầu	48081000
	chế phẩm hóa học có thành phần chính là hỗn hợp canxi phosphat, polyvinyl alcohol,… và phụ gia; đựng trong chai nhựa dạng xịt dung tích 100ml, công dụng: xịt lên khẩu trang, máy lọc không khí…để cản bụi và khí độc.	38249999
	Tấm sản phẩm kết hợp gồm một lớp sản phẩm không dệt từ xơ staple polyeste một mặt phủ lớp nhựa polyurethane xốp mềm màu đen (chiếm 79,5% tổng trọng lượng) đã tạo vân giả da, trọng lượng 263 g/m2, dày 0,5 mm.	39211391
	Chế phẩm hóa học sử dụng xử lý dầu ăn thành phần chứa magiê silicat, natri silicat, dạng bột.	38249999
	Tấm nhựa không xốp, dày 1,3 mm, chưa được gia cố, chưa gắn lớp mặt, chưa được bổ trợ hoặc kết hợp với vật liệu khác, có độ bền kéo là 5340 psi, làm từ acrylonitril-butadien-styren (ABS), một mặt được dán lớp vân giả gỗ bằng polyvinyl clorua (PVC), lớp ABS chiếm 89% trọng lượng, lớp PVC chiếm 11% trọng lượng; Bề mặt vân gỗ được bảo vệ bởi lớp màng nhựa trong suốt (loại không dùng trong sản xuất tủ lạnh).	39203092
	Whey protein cô đặc, dạng bột, thành phần gồm protein ~80,76% tính theo trọng lượng khô, ẩm ~5,4%, tro ~3,55%, béo ~6%	35022000
	Chế phẩm hóa học với thành phần chính gồm axit phosphoric và phụ gia, dạng lỏng.	38249999
	Sản phẩm dạng cục, kích cỡ đến 6cm, đã nung, dùng trong xây dựng, không chịu lửa, thành phần chứa Al2O3, SiO2.	69049000
	Quặng sắt chưa nung kết, thành phần khoáng vật là nhóm limonit (≈ 50%), hematite (≈ 40%), geothit (≈ 5%), hydroxit Fe (≈ 5%) tính theo khối lượng. Hàm lượng Fe tổng 62.29%.	26011190
	Chế phẩm hóa học chứa natri nitrat, natri clorua, carbon..., dạng cục, dùng trong quá trình luyện kim	38249999
	Chế phẩm hóa học chứa natri clorua, natri florosilicat, natri sulphat..., dạng bột, dùng trong quá trình luyện kim	38249999
	Chế phẩm hóa học chứa natri clorua, natri florosilicat, stronti carbonat..., dạng bột, dùng trong quá trình luyện kim	38249999
	Chế phẩm dùng để bôi trơn khuôn dập, thành phần chứa sáp polyetylen, canxi carbonat, graphite, dạng hạt	34039990
	Chế phẩm thực phẩm có chứa đạm thủy phân (hàm lượng đạm tính theo Nitơ tổng là ≈ 30.97%), muối natri clorua, đường maltodextrin,… dạng bột, dùng để hỗ trợ hương vị trong chế biến thực phẩm.	21069099
	Màng tự dính bằng plastic, cấu tạo gồm một lớp từ poly(vinyl clorua) dày 0,044 mm, một mặt phủ lớp chất màu từ bột oxit titan, nhôm và được bảo vệ bằng lớp màng polyester trong suốt dày 0,012 mm, một mặt phủ lớp keo tự dính từ poly (butyl acrylate), lớp keo được bảo vệ bằng lớp giấy một mặt phủ màng polyethylen chống dính, dạng cuộn khổ 60 cm, đã được ép dập toàn bộ chiều dày tạo hoa văn nổi (cao 0,08 mm) dùng để trang trí tường, trần.	39199010
	Tấm nhựa tự dính có cấu tạo gồm lớp polyetylen đã clo hóa (polyme đã biến đổi về mặt hóa học), xốp, có độ dày ~6mm, một mặt đã in chữ, một mặt được gia cố bằng lớp màng nhôm ~1mm, mặt còn lại của lớp màng nhôm được phủ chất kết dính từ cao su tổng hợp, có độ dày ~2mm, dạng cuộn, khổ rộng 46cm, thường được dùng để dán chống ồn cho ô tô	39199099
	Mẫu yêu cầu phân tích là dải có thành phần chính từ polypropylen không xốp, không tự dính và chưa được gia cố, được tráng phủ một mặt chất chạy nhiệt, được định hướng một chiều, chiều dày 0.06mm, khổ 110mm, 20m/cuộn, thường dùng cho máy in nhiệt.	39202099
	Dây nhôm hợp kim (hàm lượng tính theo trọng lượng Al: 95,19%, Mg: 4,321%, Cr: 0,153%, Ti: 0,103%, ….), đường kính 1,0 mm	76052990
	Tấm vật liệu mang đặc trưng của sản phẩm nhựa, không xốp, tạo thành từ giấy đã được thấm tẩm và tráng phủ cả 2 mặt bằng polyme trùng ngưng melamin-formaldehyt.	39219041
	Chế phẩm phá bọt dạng lỏng, có thành phần chính là Poly (propylene Glycol), polysiloxane và hợp chất dialkyl Urea	38249999
